c29b206b21c14ba1a21bf3255b7aaaedea6e1d043ddc1a2363d18105f5af45d83fbfcdd8f9224f9b08e8765d58371969dfa386f2d017c1a711ab031524e57c6c	test	Comunicaciones	Programacion y analisis de informatica; y la comercializacion, instalacion, mantenimiento y reparacion de equipos informaticos	Calle san juan y san pedro, 7 - loc 1, zaragoza, 50001, zaragoza	info@9lands.com	976233905	N/A	Alive							https://empresite.eleconomista.es/GRUPO-9LANDS.html
4032517704ee708bfd53144af6d5239f4fb47cb7ef051e705c3f730e2d90a8913c511bb4172f371355fc8450c55e7e5cb0fb7f90c77f1bce1dcf6ebc793e9112	test	Comercio	Explotacion electronica por cuenta de terceros, programacion informatica, y consultoria informatica. el comercio al por menor y mayor de todo tipo de material y aparatos electricos y otros aparatos de uso domestico. el c	Calle pablo coso calero, 92, bormujos, 41930, sevilla	inf_a_tope@hotmail.com	954789833	N/A	Alive							https://empresite.eleconomista.es/INFORMATICOS-TOPE.html
c29b206b21c14ba1a21bf3255b7aaaedea6e1d043ddc1a2363d18105f5af45d83fbfcdd8f9224f9b08e8765d58371969dfa386f2d017c1a711ab031524e57c6c	Grupo 9lands Sl	Comunicaciones	Programacion y analisis de informatica; y la comercializacion, instalacion, mantenimiento y reparacion de equipos informaticos	Calle san juan y san pedro, 7 - loc 1, zaragoza, 50001, zaragoza	info@9lands.com	976233905	N/A	Alive							https://empresite.eleconomista.es/GRUPO-9LANDS.html
4032517704ee708bfd53144af6d5239f4fb47cb7ef051e705c3f730e2d90a8913c511bb4172f371355fc8450c55e7e5cb0fb7f90c77f1bce1dcf6ebc793e9112	Informaticos A Tope Sociedad Limitada.	Comercio	Explotacion electronica por cuenta de terceros, programacion informatica, y consultoria informatica. el comercio al por menor y mayor de todo tipo de material y aparatos electricos y otros aparatos de uso domestico. el c	Calle pablo coso calero, 92, bormujos, 41930, sevilla	inf_a_tope@hotmail.com	954789833	N/A	Alive							https://empresite.eleconomista.es/INFORMATICOS-TOPE.html
9675764b8f71c93eff84aee52f313971d1488a61b4f5f6d77ea4900b1b8d5ca5d937520b864eff8d5573fb6fa7843ff611c3460b82444fe5ba2dbce42a12f54d	Tkt Servicios Informaticos Sociedad Limitada.	Otros servicios	Servicios informáticos-reparaciones	Calle ronda de cabeza hermosa, 36 - esq a cl voluntad, alcala de guadaira, 41500, sevilla	administracion@tkt-servicios.com	955514167	N/A	Alive							https://empresite.eleconomista.es/TKT-SERVICIOS-INFORMATICOS.html
2773b8ce385446037fa4e0c5a8e458dd1252f90a1eea280b19cdedb3bb1ffa43e73d9e6b879d1e54e49880a0ea13cce0e39ec91e57e91a83faf9b514bfe15826	F8 Servicios Sl.	Comercio	1. todos los asuntos de índole profesional relacionados con el ejercicio de la agencia comercial de distribución y muy especialmente de importación, todo lo que esté relacionado con el mantenimiento de la representación, con el cobro de las comisiones o retribuciones pactadas y con cualquier cuesti.	Urbanizacion ciudad sol, bl 4 piso 9 a, jerez de la frontera, 11406, cadiz	administracion@f8servicios.com	0	N/A	Alive							https://empresite.eleconomista.es/MALOTAI-SERVICIOS-INFORMATICOS.html
0715eb624289b26bb9d8eb146e11220873d866a2d1737553384cda65d5278b4f1efe7702cd838227de6aaa2d87a0f0f796c6e55f933a555f1ea77ee0e9657b68	Servicios Informaticos Palomares Sl	Comercio	El alquiler de equipos informaticos, construccion de maquinas de oficina, ordenadores, incluida su instalacion, mantenimiento, ensamblaje, montaje, reparacion y venta de ordenadores.	Avenida de isabel de farnesio, 20 - lc 4, boadilla del monte, 28660, madrid	david@mainsip.com	916326950	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-PALOMARES.html
11878b897801b85da245a3576b4b5ff36e68f3824e15ed498c46862bdb44f10547cec4da873fe5881dc827cc3dd65aea22e13357ea1cf60d4082def6eb610ac3	Servicios Informaticos Combarro Sl	Comercio	A) la comercializacion, venta, alquiler y distribucion de todo tipo de material informatico, telefonico, y en general, consumibles informaticos. b) analisis, diseno, desarrollo de software, sistemas de informacion y pagi	Travesia maceira, 1 - 5, poio, 36995, pontevedra	seincoinformatica@gmail.com	986772343	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-COMBARRO.html
a2504ad81d8781c90159e9271825875b6c27c0f94505876f667557616b4d712dbbe9a5a9ab937accbdd9202f99626d08b9fa8e500db941ac46b75fd76cd0b21a	Servicios Informaticos Ancada Sl	Comunicaciones	La importacion y exportacion, la venta al mayor y detalle, alquiler y comercializacion en general de equipos informaticos, electronicos y sofware; incluyendo todo tipo de material accesorios relacionados con estos equipo	Calle villacarralon, 10, valladolid, 47008, valladolid	N/A	983315073	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-ANCADA.html
92e40126a451c638b068f8eb2913b4031e3ca442615e9fce963e36cee957987f203397e90f64a1a444a27be3a6d5b4497845d65d33ce734c3b86e5e7f1a0d987	Servicios Informaticos Moncayo Sl	Comercio	Venta de componentes y equipos informaticos; montaje y reparacion de equipos y componentes informaticos; montaje y administracion de redes informaticas; diseno grafico, diseno web, rotulacion, mantenimiento integral para	Calle moncayo, 3, borja, 50540, zaragoza	N/A	976868197	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-MONCAYO.html
